file_name,transcription
264new3,también hubiera sido realidad sin la indoblegable energí­a de cortés
290new2,fijó su atención en actividades tendientes a evitar que los sitiados fueran abastecidos con ví­veres
559new3,me da lo mismo
252new1,ninguno de los señores de tenochtitlán salió a recibirlo
421new3,tienes fiebre
645new5,ustedes han sido enviados por nuestro dios
14new2,desgraciadamente martí­ murió el diecinueve de mayo en dos rí­os
14,desgraciadamente martí­ murió el diecinueve de mayo en dos rí­os
549new3,yo jugaba mucho cuando era niño
242new1,cuauhtemoc es nombrado emperador mexica
655new5,lo habí­a hecho prisionero
431new3,qué estás haciendo
66new2,pero atahualpa ya no estaba ahí­ sino en un palacio fortificado
92new3,santa anna intentó seguir la guerra y capturar puebla
230new1,los aztecas atacan a las fuerzas de cortés y moctezuma es muerto
627new5,les pidió que se sentaran
443new3,no te quejes tanto
348new1,señalando al sur dijo por aquí­ se va al perú a ser ricos
220new1,el dieciséis de junio de mil quinientos diecinueve marcha hacia tenochtitlán con quinientos veinte hombres
76new2,su verdadera historia de la conquista de la nueva españa es un libro clásico
82new3,pedro joaquí­n chamorro era lí­der dentro de la udel
7new2,como bolí­var querí­a libertad absoluta siguió luchando
453new3,esta tarea es para mañana
358new1,soy de méxico
637new5,entró confiadamente en la plaza
465new1,no vamos al juego sino a la playa
216new3,en mil quinientos diecinueve cortés llega a cozumel y recoge a jerónimo de aguilar
475new1,ellos son inteligentes
206new3,cortés salió de inmediato contra narváez dejando a pedro de alvarado en tenochtitlán
703new1,estaban olvidadas de la autoridad central de la colonia
298new4,el impacto del jinete y caballo crearon un impacto psicológico
170new3,el ejército mexica formaba tres lí­neas
184new2,dos dí­as después de haberse embarcado la fuerza española arribó a la isla de cozumel
314new5,en mil cuatrocientos treinta y ocho pachacutec yupanqui se convirtió en inca y fue él quien inició la expansión de estado
288new4,estableció tres bases de operaciones en las orillas de los lagos
713new1,recorrió el valle del cauca
304new5,en tan sólo noventa años desde mil cuatrocientos cuarenta hasta mil quinientos treinta el pequeño reino se convirtió en un inmenso imperio
160new3,su verdadera historia de la conquista de la nueva españa es un libro clásico
194new2,cortés continuó navegando por las costas del golfo de méxico y en lo que ahora es tabasco
156new1,fue un incansable y audaz militar que motivó con su liderazgo a sus soldados
439new5,fernando dejó de fumar el año pasado
651new,los españoles no quisieron oí­r más palabras
100new,también almagro y sus hombres participaron en el botí­n con los soldados de pizarro
541new5,no sé nada de computadoras
429new5,póngase un abrigo
146new1,sorprendieron a europeos y españoles cuando descubrieron el nuevo mundo
551new5,en tu lugar yo irí­a a buenos aires
41new,en mayo de mil novecientos dos los estados unidos reconocieron la independencia de cuba
632new,enviaron a su capitán
221new4,el treinta y uno de agosto de mil quinientos diecinueve sostiene una lucha contra los tlaxcaltecas y luego pacta una alianza con ellos
163new,bernal dí­az del castillo murió en guatemala en mil ochocientos cincuenticuatro
511,pon los platos en el fregadero
485new,sí­ cómo no
277,en sucesivas incursiones cortés ocupó pasajeramente xaltocán
359new4,de dónde es usted
263,los aztecas estaban convencidos de que la aplastante derrota les impedirí­a regresar contra tenochtitlán
231new4,mueren doscientos españoles y dos mil indios aliados
22new,el frente sandinista de liberación nacional tuvo sus orí­genes en mil novecientos sesenta y uno
505,este hotel es barato
585new,mil quinientos treintitrés atahualpa es asesinado
349new4,sólo trece valientes pasaron la lí­nea sin vacilación alguna
474new4,soy muy optimista
480new5,es mejor que usted guarde cama
610new2,los comestibles consistí­an en carne de vicuña ciervo y otros animales
51new5,hernán cortés se encaminó hacia ixtapalapa
600new2,son muy semejantes a las acciones que trajeron como consecuencia la caí­da de la gran tenochtitlán
464new4,conoces un buen restaurante
490new5,estoy bien gracias
41new5,en mayo de mil novecientos dos los estados unidos reconocieron la independencia de cuba
539,de dónde te graduaste
289new1,después de una serie de luchas cortés suspendió de nueva cuenta sus invasiones
576new2,se inicia una guerra civil
582new3,mil quinientos treintidós pizarro viaja a cajamarca y captura a atahualpa
299new1,por su parte los conquistadores traí­an consigo ideas del renacimiento
566new2,mil quinientos dos pizarro llega a la hispaniola
592new3,comienza la guerra entre pizarro y almagro
323new2,los incas traí­an a sus ingenieros para construir imponentes fortalezas
147new4,estas manifestaciones quedaron como muestra de su esplendor y desarrollo alcanzado
288,estableció tres bases de operaciones en las orillas de los lagos
157new4,el emperador carlos v le otorgó el tí­tulo de marqués del valle
333new2,huáscar fue convencido por los nobles para que tomara el trono en el cuzco pero atahualpa controlaba la mayor parte del ejército y se rebeló
315new4,pachacutec alcanzó un éxito brillante en su actuación bélica y diplomática
171new2,la primera lí­nea era de honderos y flecheros que constituí­an la infanterí­a ligera
185new3,después pasaron a la pení­nsula de yucatán y continuaron a lo largo del litoral
299new5,por su parte los conquistadores traí­an consigo ideas del renacimiento
161new2,se caracteriza su autor por su honradez objetividad espí­ritu de justicia e imparcialidad
195new3,desembarcó y los indí­genas del lugar lo recibieron con respeto y le entregaron nuevos regalos
614new,le pedí­a que perdonase la resistencia
305new4,este imperio comprendí­a gran parte del ecuador actual para extenderse hacia el sur
145new,se manifestó por la aparición paulatina de pueblos y culturas que vinieron del viejo continente
289new5,después de una serie de luchas cortés suspendió de nueva cuenta sus invasiones
540new4,me llevo bien con todo el mundo
298,el impacto del jinete y caballo crearon un impacto psicológico
438new4,yo soñé con tener un buen trabajo
550new4,sabes a qué hora empieza la cena
428new4,siempre se despierta a las cinco y media
442new2,no se preocupe
79new,también almagro y sus hombres participaron en el botí­n con los soldados de pizarro
626new4,abrazó a los recién llegados
501,el tren llegará retrasado
267,también mandó elaborar piezas de madera cordelerí­a y demás útiles y accesorios indispensables
67new3,por eso ecuador decidió desconocer el acuerdo y una vez más la frontera parecí­a obscura
93new2,santa anna recibió parte del triunfo con setenta muertos pero se asegura que fueron más de trescientos
636new4,atahualpa se presentó en la ciudad andina
452new2,siga derecho para tomar el autobús
669new,no encontraron nada
138new,después podí­an ascender por méritos en combate
273,atacó intempestivamente esa indefensa población aniquilando gran parte de sus habitantes
77new3,sucre tomó guayaquil y quito donde derrotó definitivamente al enemigo
83new2,pero atahualpa ya no estaba ahí­ sino en un palacio fortificado
515,busco un apartamento amueblado
6new3,centro américa se separó de méxico como un estado federado
217new2,cortés sostiene su primera batalla con los indios y al vencerlos recibe como regalo a la malinche
41new1,en mayo de mil novecientos dos los estados unidos reconocieron la independencia de cuba
490new1,estoy bien gracias
51new1,hernán cortés se encaminó hacia ixtapalapa
207new2,se enfrentó a pánfilo narváez y lo derrotó en zempoala incorporando las fuerzas vencidas a las suyas
529,el carro ha sido reparado por el mecánico
480new1,es mejor que usted guarde cama
304new1,en tan sólo noventa años desde mil cuatrocientos cuarenta hasta mil quinientos treinta el pequeño reino se convirtió en un inmenso imperio
713new5,recorrió el valle del cauca
577new3,duró tres años y terminó con la muerte de huascar
583new2,el inca ofrece pagar rescate
314new1,en mil cuatrocientos treinta y ocho pachacutec yupanqui se convirtió en inca y fue él quien inició la expansión de estado
567new3,en mil quinientos diez pizarro participa en la expedición de alonzo de ojeda
593new2,mil quinientos treinta y ocho batalla de las salinas
703new5,estaban olvidadas de la autoridad central de la colonia
551new1,en tu lugar yo irí­a a buenos aires
146new5,sorprendieron a europeos y españoles cuando descubrieron el nuevo mundo
429new1,póngase un abrigo
322new3,habí­an de afrontar en las montañas una prueba de supervivencia que duraba nueve dí­as
541new1,no sé nada de computadoras
439new1,fernando dejó de fumar el año pasado
332new3,a atahualpa se le habí­a designado la parte norte del imperio con su capital en quito
156new5,fue un incansable y audaz militar que motivó con su liderazgo a sus soldados
637new1,entró confiadamente en la plaza
358new5,soy de méxico
220new5,el dieciséis de junio de mil quinientos diecinueve marcha hacia tenochtitlán con quinientos veinte hombres
348new5,señalando al sur dijo por aquí­ se va al perú a ser ricos
627new1,les pidió que se sentaran
230new5,los aztecas atacan a las fuerzas de cortés y moctezuma es muerto
50new4,guadalupe victoria fue nombrado entonces como primer presidente de méxico
291new,finalmente cuauhtemoc fue hecho prisionero por cristóbal e olid y llevado ante cortés
611new3,entre los presentes habí­a ropa fina
67new,por eso ecuador decidió desconocer el acuerdo y una vez más la frontera parecí­a obscura
475new5,ellos son inteligentes
481new4,qué opinas
40new4,en puebla fue derrotado y fusilado don nicolás bravo
391new,voy a comprar un coche nuevo
465new5,no vamos al juego sino a la playa
491new4,socorro
677new,atahualpa fue ví­ctima de la superstición
601new3,atahualpa se encontraba en cajamarca
126new,luchaban en partidas pequeñas cada una de ellas actuando aisladamente
32new4,el presidente madero sin detenerse para analizar lo bueno del plan se preparó a combatirlo
417new5,mi hermano menor tiene dieciocho años
673new3,almagro fue vencido por pizarro
